URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/11015846,"2F/92 Nelson Street, City Centre","$470 per week, available 6th March","One Bedroom at Regatta Court

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

FURNISHED One bedroom apartment in 92 Nelson Street situated in Auckland City Centre.

Furnished apartment
One bedroom
One bathroom
Approx 50 sqm.

Great location near the top of Nelson Street. Within walking distance of Queen Street and in a good place to access the motorways.

Your new apartment is a prime CBD location, with everything at your fingertips. Fabulous shopping and eating precincts such as Commercial Bay, Britomart Shops and so much more are all located within walking distance. From late night cocktails and tapas to morning coffee and sit-down meals.

Available Date – 06/03/2026
Suitable for a maximum of 1-2 tenants.
No pets or smokers allowed.

$470.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,880.00
- 2 x week rent in advance = $940.00
TOTAL: $2,820.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=11015846

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=11015846

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/11024136,"511/100 Greys Avenue, City Centre","$500 per week, available now","Modern, Furnished One-Bedroom Apartment in the Heart of Auckland CBD – Power & Water Included!


*** Please register online at barfoot.co.nz for available viewing times ***

Welcome to your new urban haven!
This bright and spacious one-bedroom apartment offers comfortable, modern living right in the vibrant heart of Auckland City.

Step outside and immerse yourself in Auckland’s best – walk to Queen Street, Sky City, Civic Theatre, universities, and Aotea Square.
Experience the convenience of city living with endless dining, shopping, and entertainment options just moments from your door.

Property overview:
- One Large Bedroom – Relax in a peaceful, private retreat.
- Modern Bathroom – Sleek and functional for your comfort.
- Fully Furnished – Move in with ease, everything you need is ready for you.
- Power & Water Included – Enjoy hassle-free living with utilities covered in your rent.
- Secure Undercover Car Park – Rare in the city, your vehicle is protected and easily accessible.
- Key Tag Security Access – Feel safe with secure, restricted entry.
-Free access to the gym and pool.
-Unbeatable Location

Available Now

Move In Costs:
2 Weeks Rent- $1,000.00
Bond - $ 2,000.00
Total - $3,000.00

No Smoking Allowed

For more information, please call/text:

Office: 09 3078362
Jeff: 027 431 9622

Don’t miss your chance to secure this fantastic apartment!

Contact us today to arrange a viewing and make this sought-after apartment your new home!

Read more",Jeff Zhang : 027431 9622
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/11024324,"3a/113 Vincent Street, City Centre","$360 per week, available now","Studio Apartment

Studio apartment in the heart of CBD - Available NOW
Discover the ultimate in compact city living with this practical, partially furnished and low-maintenance studio apartment. This apartment is designed for those who value a low-maintenance and hassle-free lifestyle.

Located in the heart of Auckland City, this apartment offers easy access to Auckland's CBD making it the perfect location for city living. This cosy studio apartment is ideal for those who want to enjoy the benefits of inner city living without the hassle.

Don't miss out on this opportunity to make this apartment your new home.

Move in costs
$720.00 - 2 week's rent
$1440.00 - 4 week's bond
---------------------------------------------
$2160.00 - Total

Beware of scams! Barfoot & Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full Tenancy Agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace

Read more",
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/17002668,"13N/147 Hobson Street, City Centre","$460 per week, available now","2 Bedrooms plus carpark

Fully furnished two bedroom apartment with undercover car parking , prime position in Harvard building with city view, Walking distance to Aotea Square, Sky City, Queen st and universities . Combined kitchen, dining and lounge .
Furnished with Beds, dining table and chairs .
Available to move in on28/2/2026
For more information contact Grace on 5358762",Grace Shi : 027836 2811
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39000635,"13E/82 Wakefield Street, City Centre","$390 per week, available 6th March","One bedroom in Metro Apartments

PERIODIC TENANCY ONLY.

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Please note that this unit has been digitally staged.

One bedroom,
One bathroom,
Furnished,
Approx. 38sqm,
Balcony,
Facing North-east side.
COLD WATER INCLUDED

This 1-bedroom furnished apartment is in a desirable location within the Auckland Grammar school zone and is within walking distance to AUT, Auckland University, Auckland Library, Albert Park, Queen Street shops, restaurants, and more.

Available Date - Now
Suitable for a maximum of 1-2 tenants.
No pets and smokers allowed.

$390.00 per week.

MOVE IN COSTS:
- 4 x weeks bond
- 2 x week rent in advance

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39000635

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39000635

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39000669,"6K/147 Hobson Street, City Centre","$450 per week, available now","Two Bedroom, One Bathroom Apartment

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Please note that this unit has been digitally staged.

HARVARD APARTMENTS

Furnished two bedroom apartment in Harvard on Hobson Apartments.

Property Features:
Furnished,
Two Bedrooms,
One Bathroom,
Open plan kitchen and living,
Key tag security access,
Approx 38sqm,
COLD WATER INCLUDED,

A short stroll to Queen street with all the shops and eateries. A suitable location for Auckland University, AUT with lots of restaurants, cafes and bars close by.

AVAILABLE NOW
Suitable for a maximum of 3 tenants.
No smokers allowed.

$450.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,800.00
- 2 x week rent in advance = $900.00
TOTAL: $2,700.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39000669

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://2apply.co.nz/Form?agentId=BT-39&uniqueId=39000669

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/39002150,"513/72 Nelson Street, City Centre","$350 per week, available now","One Bedroom in Zest

ZEST APARTMENTS

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Furnished one bedroom apartment in The Zest. Situated on Nelson Street.

Property Features:
FURNISHED,
One bedroom,
One bathroom,
Approx 20 sqm,
Sunny living area,

Located only a walk away from Viaduct, Britomart, Queen Street and much more.

AVAILABLE NOW!
Suitable for a maximum of 2 tenants.
No smokers allowed.

$350.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $1,400.00
- 2 x week rent in advance = $700.00
TOTAL: $2,100.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=39002150

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D39002150

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/apartment/65000297,"Carpark 5/135 Victoria Street West, City Centre","$75 per week, available now","Carpark close to Sky Tower

This carpark is close to Sky Tower, secured with gate.

Great location, safe and secured.

Available now
Get in touch to arrange viewing",Wenzi Liu : 027581 4692
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/house/11016753,"Carpark 04/17 Vogel Lane, City Centre","$70 per week, available now","CBD Car Park Available Now!!

Introducing a perfect city parking spot in a prime location!!

This uncovered car-park is easily accessible and located down Vogel Lane next to Alpha Apartments

It is situated in the heart of the CBD, in between Hobson and Nelson Street and provides you with convenient access to all the shops, restaurants and attractions the city has to offer.

Say goodbye to long commutes and expensive parking fees. Don't miss out on this rare opportunity.

Total Car Park Costs
$70.00 - Per Week (1 week in advance)
$240.00 - Bond
Total Cost Upon Signing $310.00

***DISCLAIMER*** Beware of scams! Barfoot & Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D. and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Amanda Harrison-Kyle : 027213 3309
https://www.barfoot.co.nz/property/rental/auckland-city/city-centre/house/11018490,"AU35/1 Emily Place, City Centre","$70 per week, available now","Car Park at 1 Emily

**CAR PARK ONLY**

PLEASE NOTE THIS IS A CAR PARK ONLY

$70.00 per week
Available NOW

PLEASE NOTE: You MUST REGISTER for an Inspection so we can keep you up-to-date on the status of the inspections and property. Inspections may be cancelled if there are no attendees registered or confirmed.

Read more",David Eum : 022363 8928
https://www.barfoot.co.nz/property/rental/auckland-city/eden-terrace/apartment/11012313,"207/10 Flower Street, Eden Terrace","$520 per week, available 6th March","Unfurnished 2 bedroom Apartment w/ Carpark

ATTENTION: PLEASE DO NOT COMPLETE AN APPLICATION FORM UNLESS YOU HAVE PHYSICALLY VIEWED THE PROPERTY WITH ONE OF OUR AGENTS. Please see below for booking details.

Two-bedroom apartment on the city fringe tucked away in Eden Terrace. This apartment offers easy living with a great open plan kitchen and living space, including whiteware and a carpark.

Unfurnished (whiteware included),
Two Bedroom,
One Bathroom,
Open plan kitchen/ living area,
One Carpark,

With plenty of choices for cafes and restaurants just around the corner. Conveniently positioned within walking distance to Ponsonby, Kingsland, Mt. Eden Village and the universities, and close to the City and Newmarket, you will have all that you could want close by but easy access to public transport as well.

AVAILABLE NOW!
Suitable for a maximum of 3 tenants.
No smokers allowed.

$520.00 per week.

MOVE IN COSTS:
- 4 x weeks bond = $2,080.00
- 2 x week rent in advance = $1,040.00
TOTAL: $3,120.00

Please copy and paste this link to book a viewing:
https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-39&uniqueID=11012313

PLEASE NOTE: If there are no viewings available then please register your details so we can keep you up-to-date with new viewing times and property information. Viewings may be cancelled if there are no attendees registered or confirmed.

- Please copy and paste this link to complete the online tenancy application.
https://www.2apply.co.nz/login?ReturnUrl=%2FForm%3FagentId%3DBT-39%26uniqueId%3D11012313

- Please upload photo ID, proof of income, and a copy of your visa (if required).

EVERYONE over the age of 18 who wants to live at the property, needs their own application form and supporting documents and NEEDS to view the property in person.

IMPORTANT NOTICE: Beware of scams!
Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed IN OUR OFFICE prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",David Eum : 022363 8928
