URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/house/72003418,"73 Gracechurch Drive, Flat Bush","$900 per week, available now","Castle like lifestyle living

With the size of the water tank, the property ideally can only accomodate not more than 5 people.


Step into this stunning stone home that offers a true castle-like lifestyle, now available for rent to a deserving family.

Set on a generous lifestyle section, this unique property provides plenty of space for children to play and for the whole family to enjoy.

Features include:
- 5 spacious bedrooms, including a master with ensuite
- Family bathroom plus a separate toilet
- French doors opening to the expansive backyard
- Separate lounge and dining areas
- Ample on-site parking and a double garage
- Tank water supply.


Location highlights:
- Walking distance to local Dannemora amenities, popular schools, and childcare
- Short drive to Flat Bush and Botany Town Centre
- Just around the corner from Point View Reserve

No smokers.

Please feel free to drive by the property first to view from roadside but please do NOT enter the grounds of the property. Please call Claire 0274958884 to arrange viewing appointment.

Beware of scams ! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Claire Ooi : 0274958884
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/house/85000361,"12 Dosina Place, Flat Bush","$645 per week, available now","You Can't Go Wrong...

You can't go wrong with this 3 bedroom home on a generously sized, full section.
Offering you a neat and tidy interior, with an open plan modern kitchen and indoor/outdoor flow, and a private backyard great for the kids to play safely in.

Situated in a convenient location, within easy walking distance to Botany Junction and close to the upcoming new Flat Bush town.

Do note that the photos are virtually staged

Don't miss this opportunity, call today to secure your viewing time.

Move in costs:
4 weeks bond - $2,580.00
2 weeks rent in advance - $1,290.00
Total - $3,870.00

Read more",Ya-Yi Wen : 027213 9414
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11008830,"1 Creekside Way, Flat Bush","$590 per week, available now","Distinguished Cozy Home

The property has the following features:

2 bedrooms
1.5 bathrooms
Modern open plan living & dining
One secured car park and off-street parking
Quality fixtures and fittings

Entering the ground floor, you are firstly welcomed by the modern open-plan, living and dining area. Fully equipped kitchen, fitted with high-end appliances and sleek white cabinetry providing ample storage. Completed by a separate toilet and laundry, flowing onto a fully fenced yard space.

Travelling to the upper floor lies the two fully robed and well-lit double bedrooms. Accompanied by the glistening family bathroom.

Perfectly designed for year-round warmth, light and comfort. Creature comforts include insulation throughout, double glazed/aluminum windows with a heat pump and off-street parking.

Easy reach of ample hot spots, entertainment and recreation venues - coffee shops, great eateries, markets and service centres. With a 20-minute drive to the quaint Whitford Village, the Whitford Pony Club, Pine Harbour Marina and the ferry service to Auckland's CBD.

Zoned for Chapel Downs School, Te Uho O Te Nikau Primary School, Ormiston Junior College and Ormiston Senior College.

Available 25th Feburary
No smoking.

Move in costs required in advance
One weeks rent
Four weeks bond

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on roadside and do not park on driveway.

For more info please contact: Kitty Lu
k.lu@barfoot.co.nz
027 836 2812

***To register for viewings please click on ""book a viewing time"" on the Barfoot & Thompson Howick website. Enter your contact details and you will automatically be updated when a viewing time is available***

For further listings, please refer to the link below:
http://www.barfoot.co.nz/Branches/howick/Rentals

Read more",Kitty Lu : 027836 2812
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11011049,"45 Rana Road, Flat Bush","$630 per week, available now","Rana is Ready!

Looking for a spacious and comfortable home in Auckland? Look no further! We are proud to present a stunning property that is sure to impress.

This beautiful home boasts 2 bedrooms plus 1 study room and 1 bathrooms, offering plenty of space for families and professionals alike. The kitchen is modern and well-appointed, with ample storage space, modern appliances, and plenty of natural light.

The living areas are open and inviting, perfect for entertaining guests or relaxing with loved ones. Each bedroom is standard sized and features plenty of closet space, ensuring that everyone has their own private retreat.

Located in the desirable Flatbush neighborhood, this property is just minutes away from fantastic shopping, dining, and entertainment options. With easy access to public transportation and major highways, commuting to work or school has never been easier.

Don't miss out on the opportunity to make this beautiful property your new home. Contact us today to schedule a viewing!

No smoking
Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Move in costs:
1 week in advance
4 weeks bond

Click on BOOK A VIEWING to register your interest, select a viewing time or apply online via our website. https://www.barfoot.co.nz/branches/beachlands?tab=ForRent

LANDLORDS: We offer free rental appraisals along with a full comprehensive property management service with very experienced property managers who are always happy to discuss the changes to legislation that may affect you. ie: insulation, healthy homes, etc. Please call Donna Kirkwood 027 839 7107

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle.

They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We do not advertise on Facebook Marketplace.

Read more",Donna Kirkwood : 027839 7107
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11013611,"46D Packspur Drive, Flat Bush","$740 per week, available 26th March","46d Packspur Drive

Nestled in the heart of Flat Bush, this lovely two-storey townhouse offers the perfect blend of comfort and convenience. With its open plan kitchen, living, and dining areas, plus a small outdoor courtyard, this property is perfect for those who love to entertain.

Featuring three spacious bedrooms, you'll have plenty of room for the whole family. Two bathrooms, including a separate toilet, ensure that everyone has their own space to get ready in the morning.

Parking will never be an issue with a double garage and off-street parking available.

Located in the sought-after area of Flat Bush, you'll be surrounded by all the amenities you could ever need. From shops and transport to schools, everything is so convenient.

Don't miss out on this incredible opportunity to make 46D Packspur Drive your new home. Contact us today to arrange a viewing and see for yourself why this property is the perfect place for you and your family.

The cost to move in is equivalent to:
One weeks rent in advance = $740.00
Bond (4 weeks rent) = $2,960.00
Total move in cost = $3,700.00

Register your interest by clicking the 'BOOK A VIEWING LINK' on this page, to transfer to our online 'BOOKING SYSTEM', register and select the available viewing time. Note: Once registered - All viewing times and updates will be messaged to you via this automated system.

Barfoot & Thompson Meadowlands - Ph: 535 6153

Note: Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out with a staff member who will be wearing I.D and travels in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

Read more",Alana Coffey : 027241 0013
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11014126,"14 Rana Road, Flat Bush","$680 per week, available 1st April","Newly 3 Bedrooms Corner Townhouse in Flatbush

This beautiful Corner Townhouse boasts:

- 3 Bedrooms and 1 Bathrooms
- Open plan kitchen
- 1 Allocated car park around the corner

The living areas are open and inviting, perfect for entertaining guests or relaxing with loved ones. Each bedroom is standard sized and features plenty of closet space, ensuring that everyone has their own private retreat. More street parking in front of the property.

Located in the desirable Flatbush neighborhood, this property is just minutes away from fantastic shopping, dining, and entertainment options. With easy access to public transportation and major highways, commuting to work or school has never been easier.

Don't miss out on the opportunity to make this beautiful property your new home.

No smoking
Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Move in costs:
2 weeks in advance
4 weeks bond

Click on BOOK A VIEWING to register your interest, select a viewing time or apply online via our website. https://www.barfoot.co.nz/branches/beachlands?tab=ForRent or call Donna on 027 839 7107 for more details.

LANDLORDS: We offer free rental appraisals along with a full comprehensive property management service with very experienced property managers who are always happy to discuss the changes to legislation that may affect you. ie: insulation, healthy homes, etc. Please call Donna on 027 839 7107

Read more",Donna Kirkwood : 027839 7107
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11014383,"4 Creekside Way, Flat Bush","$620 per week, available 2nd April","Warm and Cozy, suitable for a small family or couple!


2 bedrooms
1.5 bathrooms
Double glazed windows
Modern open plan living & dining
Single off-street parking
Nice, quite and safe location

Entering the ground floor, you are firstly welcomed by the modern open-plan, living and dining area. Fully equipped kitchen, fitted with high-end appliances and sleek white cabinetry providing ample storage. Completed by a separate toilet and laundry, flowing onto a fully fenced yard space.

Travelling to the upper floor lies the two fully robed and well-lit double bedrooms. Accompanied by the glistening family bathroom.

Perfectly designed for year-round warmth, light and comfort. Creature comforts include insulation throughout, double glazed/aluminium windows with a heat pump and off-street parking.

These new homes are sure to impress. Within easy reach of ample hot spots, entertainment and recreation venues - coffee shops, great eateries, markets and service centres. With a 20-minute drive to the quaint Whitford Village, the Whitford Pony Club, Pine Harbour Marina and the ferry service to Auckland's CBD.

Zoned for Chapel Downs School, Te Uho O Te Nikau Primary School, Ormiston Junior College and Ormiston Senior College.

Unfurnished (Staged items in photos not included).
No smokers.

The cost to move in is equivalent to:
- 1 x First week rent
- Bond (4 weeks rent)


Please view the property from the roadside only. DO NOT ENTER the property under any circumstances.

Please register online to book a viewing or contact Ken on 027 298 5047 & k.ngan@barfoot.co.nz for the details:
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11014383


PLEASE NOTE: You MUST REGISTER for an Inspection so we can keep you up-to-date on the status of the inspections and property. Inspections may be cancelled if there are no attendees registered or confirmed.

** Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Ken Ngan : 027298 5047
https://www.barfoot.co.nz/property/rental/manukau-city/flat-bush/townhouse/11023563,"8 Seelie Court, Flat Bush","$860 per week, available now","Four Bedroom Family Home In Flat Bush

Step Into Spacious Comfort — Your Dream Home Awaits

Welcome to the epitome of modern living, where comfort and style blend seamlessly. This stunning 4-bedroom, 2.5-bathroom residence invites you into a sanctuary of spacious elegance and thoughtful design.

Key features:
Downstairs:
- Open plan kitchen, dining room and lounge where flows out to low maintenance and fully fenced backyard, perfect for kids to play around and entertainment
- Separate toilet for guest
- Double tandem garage, providing secure space for vehicles and extra storage

Upstairs:
- Four bedrooms and 2 bathrooms ( including master bedroom with walk-in wardrobe and ensuite)

Prime Location:
- Minutes to schools, Ormiston Town Centre and local shops
- Easy access to public transport and major motorways
- School Zones: Ormiston Junior & Senior Colleges and Chapel Downs Primary School

This home delivers the perfect balance of comfort, convenience, and community. Whether you’re upsizing, relocating, or simply searching for your next family haven, look no further!

Move-in costs are as follows:
- One week's rent in advance: $860.00
- Bond (4 weeks' rent): $3,440.00
- Total move-in cost: $4,300.00 (due upon signing the residential tenancy agreement)

To Register Your Interest:
Click the 'BOOK A VIEWING LINK' on this page to transfer to our online booking system, register, and select an available viewing time. Once registered, all viewing times and updates will be messaged to you via this automated system.

Beware of Scams:
Barfoot and Thompson do not ask for money upfront. You must first view the property with a staff member who will be wearing ID and traveling in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

Read more",Joan Xu : 027233 2588
https://www.barfoot.co.nz/property/rental/manukau-city/golflands/house/11017540,"12 Els Close, Golflands","$690 per week, available 10th March","Recently Renovated 3-Bedroom House in Golflands!

*** To register for viewings please click on ""book a viewing time"" on the Barfoot website, enter your contact details and you will automatically be updated when viewing times are available ***

This recently renovated 3-bedroom, 1-bathroom home in the heart of Golflands offers comfort, convenience, and a welcoming environment for both families and pet owners.

Key Features:
- 3 Spacious Bedrooms – Perfect for family living
- 1 Bathroom – Fully updated with quality finishes
- Pet Friendly – Pets are welcome here!
- Outdoor Spaces – Enjoy a cozy backyard and front yard, ideal for relaxation or entertaining
- Additional Storage – Extra storage space in the roof area for your convenience
- Excellent School Zone – Zoned for Botany Downs School and Our Lady Star of the Sea School, offering great educational options for families

The Property is in a very quiet and private area while still being in a prime location close to shopping centres, parks and local amenities.

Don’t miss out on making this beautiful Golflands property your new home!

Available - 10/03/2026

Move in Costs:
Rent - $690.00
Bond - $2,760.00
Total - $3,450.00

No smoking allowed.

Pets considered on request.
A pet bond may be required if the landlord consents to one or more pets being kept at the Property.

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on the roadside and do not park on the driveway.

For more info please call/text:
Office - 09 535 8762
Bhavna - 027 271 1339

For further listings, please refer to the link below
http://www.barfoot.co.nz/Branches/howick/Rentals

Landlords:
Barfoot and Thompson Howick offers Rental Appraisals, Casual Letting and Full Property Management Solutions. Please give Bhavna a call today to discuss your Property Management.

Beware of scams! Barfoot and Thompson do not ask for any money to paid upfront for our properties until after you have viewed by a staff member who will be wearing I.D and travel in a sign-written vehicle and completed our application form. If you are the successful applicant, we will provide you with a tenancy agreement and clear instructions on what money you are required to pay and when. If unsure, please give us a call or pop into our branch and see us in person.

Read more",Bhavna Reid : 027271 1339
https://www.barfoot.co.nz/property/rental/manukau-city/golflands/house/59001803,"1/119 Golfland Drive, Golflands","$720 per week, available 3rd April","Family home in Golflands

This sunny and warm three bedrooms home is situated in a very nice neighbourhood and features three double bedrooms, 2 bathrooms (including ensuite), separate lounge and open plan dining, and double internal access garage plus off street parking.

Located 5 minutes drive from Botany Town Centre. Zones for Star of the Sea School, Botany Downs Primary, Howick College, Pakuranga College and Sancta Maria College.

To make an appointment for viewing, please go to Barfoot.co.nz, find the property under Highland Park branch and register your interest or book your viewing time.

The cost to move in is equivalent to:
One week's rent
Bond (4 weeks rent)

Read more",John He : 027616 1394
