URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/rental/auckland-city/mt-roskill/house/11011449,"10 Locke Avenue, Mt Roskill","$645 per week, available 6th March","Spacious 3 Bedroom House for Rent in Mt. Roskill

https://www.youtube.com/watch?v=0YiPF-JZAA4

Discover the epitome of comfortable living at 10 Locke Avenue, Mt. Roskill. This expansive 3 bedroom house offers ample space and modern comforts, perfect for families or professionals seeking a convenient and inviting home.

Step into a sunlit haven with three generously sized bedrooms, ideal for relaxation and rest. The well-appointed kitchen seamlessly connects to the dining area, providing a perfect setting for family meals and entertaining guests.

Unwind in the comfortable lounge area, perfect for hosting gatherings or simply enjoying quiet evenings at home. Convenient parking space downstairs, accompanied by plenty of storage options for your belongings. Enjoy abundant natural light throughout the house, creating a warm and inviting ambiance.

The property's location offers easy access to Mt. Roskill shops and State Highway 20

Total moving in cost:
1 week rent in advance
4 weeks bond

Please register for veiwings. This can be done by going to the listing on our website at Barfoot & Thompson Blockhouse Bay - https://www.barfoot.co.nz/branches/blockhouse-bay?tab=ForRent or email me direct on s.liu8@barfoot.co.nz (TXT: 027 836 5085)

Are you a Landlord keen to have the best Property Manager look after your investment? Then get in touch today and experience the Barfoot and Thompson difference
(09) 626 4872 | 027 836 5085

Read more",Stanley Liu : 027836 5085
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/house/15002219,"428 Panama Road, Mt Wellington","$595 per week, available now","SHORT TERM - in Convenient location!

ONLY AVAILABLE UNTIL 12 JUNE 2026!! - NO EXCEPTIONS!

This is a beautifully renovated 1960s 3 bedroom weatherboard home sits on a large fully fenced section.
PROPERTY DETAILS
*3 spacious bedrooms
*Indoor/outdoor flow lounge to deck
*Rear deck BBQ & entertainment area
*Double lock up garage w/ bar for summer drinks
*Additional Carport
*Heat pump/inverter + fire place
*HRV system
Close to Sylvia Park and Mount Wellington shopping centre, and the newly built retail centre just next door. Transport - train, bus and easy motorway access. No pets or smoking.

COSTS to move in: X2 weeks rent in advance, & 4 week's bond.

Read more",Holly Costello : 027248 6789
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/townhouse/11023789,"61C Penrose Road, Mt Wellington","$750 per week, available now","That 'new home' smell: Step into brand new today.

*** Please register online at www.barfoot.co.nz for available viewing times ***

Untouched. Be the very first to live in a space where everything is still sparkling

Upstairs:
- 3 x Bedrooms
- Bathroom
- Linen cabinet in the hallway

Downstairs:
- Lounge: Open-plan living area.
- Kitchen: Modern setup with gas cooking
- Garage: Secure parking with internal access
- Laundry: Separate area with built-in cupboards
- Storage: Extra space under the stairs
- Toilet: Separate guest toilet
- A pet bond may be required if the landlord consents to one or more pets being kept at the property

Move-In Costs:
- 1 week's rent in advance: $750
- 4 weeks’ bond: $3,000
**Total Move-In Costs: $3,750**

Feel free to view the property from the roadside, however please do not enter the property under any circumstances unless you are with a Barfoot & Thompson agent. When arriving for viewing please park on the roadside and do not park on the driveway.

For more info please call/text:
Zaf - 027 839 11 29

Read more",Zafer Isiklar : 027839 1129
https://www.barfoot.co.nz/property/rental/auckland-city/mt-wellington/unit/92000016,"2/171 Penrose Road, Mt Wellington","$550 per week, available 3rd April","Tidy and convenient 2 bedroom unit in Mount Wellington

BOOK IN FOR A VIEWING HERE - https://book.inspectrealestate.co.nz/RegisterNewNZ?agentID=BT-92&uniqueID=92000016

This well presented two bedroom brick and tile unit is in a great location, with everything you need close at hand, the Ellerslie Village, motorway access, great public transport, Sylvia Park as well as the Penrose Industrial precinct.

This home offers an open plan, living, dining and kitchen area. The lounge has access to a small patio area, ideal to sit and enjoy a coffee in the morning.


There are polished rimu floors throughout, one master bedroom, a spacious single bedroom and family bathroom. The laundry is integrated within the bathroom.

The unit is located at the rear of only two units and set in a large open garden area which is partially fenced.

This is a no smoking property.
Cat welcome
Offering a long-term tenancy

Read more",Daniel Slater : 027257 5681
https://www.barfoot.co.nz/property/rental/auckland-city/new-windsor/house/11023568,"207 New Windsor Road, New Windsor","$750 per week, available now","Modernised 3-Bed Home in Great Location

Modernised 3-bedroom, 1-bathroom with a separate toilet for added convenience during the morning rush. This property features a large living room that seamlessly connects to the open-plan dining area and modern kitchen, perfect for entertaining guests or enjoying family meals. The large front deck, accessed through elegant French doors from the lounge, offers a peaceful spot to relax and unwind.
With a single garage below, you can use it as a workshop or for extra storage. This stand-alone home features a fully fenced yard, providing ample space for children to play and explore.
The home is situated on the corner of New Windsor Road & Ted William Street & conveniently located close to motorway access, public transport options, and schools. This property offers both comfort and accessibility for your daily needs.

Key Features:
3-bedrooms,
1-bathroom
Separate toilet
Single garage + 2 additional parking spaces
Fully fenced.

Don't miss out on the opportunity to call this beautiful property home. Contact us today to schedule a viewing.

No Smokers/Vapers
Pets Negotiable
Water & Lawns not included in rent
Move-in costs: 4-weeks bond, 2-weeks rent in advance
Available for 12 months fixed term tenancy, with the possibility of renewal.

THIS PROPERTY IS PROUDLY MANAGED BY BARFOOT & THOMPSON GREY LYNN
#1 Top Small Property Management Office Central Auckland Region to end March 2023
Landlords/Investors: Ask about our management packages, letting services, and rental appraisals. We specialize in rentals and property management across Auckland. PH: 09 3768954 or email: greylynn.rental@barfoot.co.nz
“Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide an offer of tenancy letter/email prior to money collection. If unsure, please pop into one of our branches and see us in person.”

Read more",Arth Raval : 027431 9473
https://www.barfoot.co.nz/property/rental/auckland-city/new-windsor/townhouse/11016414,"73B New Windsor Road, New Windsor","$845 per week, available 10th March","Modern 4-Bedroom Townhouse for Rent in New Windsor

Modern 4-Bedroom Townhouse for Rent in New Windsor

Welcome to 73 New Windsor Road, a modern 4-bedroom townhouse that combines style and comfort. This brand-new property boasts a contemporary design with modern features throughout.

Located in the heart of New Windsor, the townhouse offers easy access to the motorway, supermarkets, and shops, ensuring a convenient and connected lifestyle.

The ground floor features three spacious bedrooms, all with large windows welcoming plenty of natural sunlight. A modern bathroom is conveniently situated on this floor, along with a single internal garage.

On the second floor, you'll find a master bedroom with an en-suite bathroom that includes a luxurious bathtub. The second floor also hosts an open-plan kitchen, dining, and living area that opens out to a decent-sized deck, providing a private space for outdoor relaxation.

Moreover, this property boasts premium features:

Bose Home Surround Sound System: Immerse yourself in high-quality audio with the included Bose Home Surround Sound System, perfect for enhancing your entertainment experience.

Home Ventilation System: Enjoy fresh and clean air year-round with the built-in Home Ventilation System, ensuring optimal air circulation throughout the property.

German Suchuco Windows for Sound Insulation: Experience peace and quiet indoors with German Suchuco Windows that provide excellent sound insulation, creating a serene environment for relaxation and rest.

An automatic gate provides tenants-only access, enhancing the security of the property.

Don't miss the opportunity to make this brand-new 4-bedroom townhouse your home. For viewings or additional information, please contact us at 027 836 5085.

Total moving in cost:
1 week rent in advance
4 weeks rent for bond

Please register for veiwings. This can be done by going to the listing on our website at Barfoot & Thompson Blockhouse Bay - https://www.barfoot.co.nz/branches/blockhouse-bay?tab=ForRent or email me direct on s.liu8@barfoot.co.nz (TXT: 027 836 5085)

Are you a Landlord keen to have the best Property Manager look after your investment? Then get in touch today and experience the Barfoot and Thompson difference
(09) 626 4872 | 027 836 5085

Read more",Stanley Liu : 027836 5085
https://www.barfoot.co.nz/property/rental/auckland-city/one-tree-hill/townhouse/11024143,"7E Rangipawa Road, One Tree Hill","$950 per week, available now","Brand New 4 Bedroom Home in One Tree Hill

*** Please register online at barfoot.co.nz for available viewing times ***

Step inside this never-lived-in, architecturally designed home where comfort, style, and effortless living await in one of Auckland’s most vibrant and welcoming neighbourhoods.

With four spacious, sunlit bedrooms and two and a half luxurious bathrooms—including a private master ensuite—you’ll have room to relax, grow, and create. The impressive open-plan living area seamlessly connects a stunning kitchen with bright dining and lounge spaces, making every day perfect for entertaining or unwinding. An internal access garage and extra onsite parking make life easy for you and your guests.

Enjoy a friendly community atmosphere, with motorway access and the train station nearby for easy commuting. Stroll to local cafés and eateries, walk the kids to a top primary school, or explore beautiful Cornwall Park just moments away.

Property overview:
- 4 Spacious bedrooms
- Open plan kitchen and spacious living area
- 2.5 Bathrooms
- 1 Garage and 1 onsite carpark
- Premium Location

Move In Costs:
2 Weeks Rent- $1,900.00
Bond - $ 3,800.00
Total - $5,700.00

No Smoking Allowed
For more information, please call/text:

Office: 09 3078362
Jeff: 027 431 9622

This is more than a house—it’s your invitation to a new way of living. Be the very first to call this modern, move-in-ready home yours.

Contact us today to arrange your private viewing—your exciting new chapter starts here!

Read more",Jeff Zhang : 027431 9622
https://www.barfoot.co.nz/property/rental/auckland-city/orakei/house/11023674,"28 Ngapipi Road, Orakei","$1,100 per week, available now","Spacious 5-Bedroom Family Home in Prime Orakei Location

This generously sized home offers 5 bedrooms, 2 bathrooms, and excellent parking options, including a single internal-access garage with tandem parking, a double carport, plus additional off-street parking for up to four vehicles.

Downstairs, the home features a large open-plan living area with spacious lounge, dining, and kitchen, perfect for family living and entertaining. There is also a separate laundry, a ground-floor bedroom, a guest toilet, and internal access to the garage.

Upstairs, you’ll find four bedrooms, including a master with ensuite, plus a family bathroom servicing the remaining bedrooms.

Prime Orakei Location
Set on a rare 800m² elevated site on Ngapipi Road, one of Auckland’s most sought-after coastal streets.

Character & Charm
The home retains its original character, with native timber features, leadlight windows, and glimpses of Hobson Bay.

Unbeatable Convenience
Just moments from coastal walkways, Orakei Bay Village, transport links, and top local schools.

School Zones: Orakei School, Baradene College, and Selwyn College.

A rare opportunity to secure a spacious family home in an exceptional coastal location.

Total Move in cost (5 Weeks )
1 weeks rent in advance
4 weeks rent as a bond

Available Now.

For more information, please Call/Text:
Andrew 0274319563
Office 09 276 4044

To speed up the application process, you can now apply online on the Barfoot & Thompson website !!

Please view the property from the roadside only. DO NOT ENTER the property or park on the driveway under any circumstances.

* TO REGISTER for Viewings - please click on 'Book a Viewing Time' on the Barfoot & Thompson website, enter your contact details and you will automatically be updated when viewing time is available.*

Disclaimer : 'Beware of Scams !! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.'


Read more",Andrew Lim : 027431 9563
https://www.barfoot.co.nz/property/rental/auckland-city/otahuhu/house/11023734,"22 Deas Place, Otahuhu","$680 per week, available now","So much secure parking

This newly refurbished three bedroom home is ready to move into immediately.

Situated down the end of a quiet, no exit street, you'll find a property that has some unique features as well as those that you always want.

There are three double bedrooms with wardrobes, a spacious open plan lounge / dining room / kitchen, plus a combined bathroom / laundry.

Outside is plenty of parking with a gate across the drive for added security. There's also a good sized garage which is fully lined so there 's extra space for a party room or family gatherings.

But the big feature is the vacant Granny Flat out the back that is available to rent as well if you want. It has a full kitchen, open plan lounge / kitchen plus bathroom. The deck faces west and overlooks the mangroves. It's available for $390 per week. So maybe your extended family could come and stay with you?

Features of main home:
- Three double bedrooms
- Lock up garage plus off street parking for four cars
- Pet friendly
- Powerful heat pump
- 100% Healthy Homes compliant
- Ultrafast broadband
- One minutes drive to motorway
- Four minutes drive to Otahuhu shops
- In-zone for Fairburn School, Otahuhu Intermediate, Otahuhu College.

Move in costs:
One weeks rent in advance - $680.00
Four weeks rent as bond - $2,720.00
TOTAL - $3,400.00

DO NOT GO ONTO THE PROPERTY AT ANY TIME WITHOUT AN AGENT.

VIEWINGS: You must register to view this property, so please go to the listing on our website and click ""book a viewing"". This way we can keep you up to date on the property and send you viewing times. If there is not a suitable viewing time please still register and we will notify you of the next viewing times.

BEWARE OF SCAMS! Barfoot & Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing ID and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person.

LANDLORDS: Barfoot and Thompson Swanson offers full property management services. Please give me a call to discuss your requirements on 027 839 9603 or email p.walsh@barfoot.co.nz


Read more",Patrick Walsh : 027839 9603
https://www.barfoot.co.nz/property/rental/auckland-city/otahuhu/house/31002930,"48B Hutton Street, Otahuhu","$700 per week, available now","Walking distance to Otahuhu Town Centre


Featuring :

1. Three -bedroom houses with contemporary open plan ground floor living featuring a heat pump and deck flowing off the lounge area, perfect for entertaining.

2.The kitchens with stone benchtops, soft-close drawers & includes a close Laundry area.

4.Defined open car park area with a shared driveway.

5. Brand New Built, Back section, Quite and peaceful meets all Healthy Homes Standards

Centrally located, near the Otahuhu and Great south road market and schools walkable too with a lifestyle and convenience for all ages.

In zone for Otahuhu Intermediate (492m distance), Fairburn School (718m distance), Otahuhu School (837m), Otahuhu College (1.5km).

Total Move in cost (5 Weeks )
1 weeks rent in advance
4 weeks rent as a bond

For more information, please Call/Text:
Office: 09 276 678
Property manager Andy: 027 302 3905

Please view the property from the roadside only. DO NOT ENTER the property or park on the driveway under any circumstances.

* TO REGISTER for Viewings - please click on 'Book a Viewing Time' on the Barfoot & Thompson website, enter your contact details and you will automatically be updated when viewing time is available.*

Beware of Scams: Barfoot & Thompson does not ask for money in emails without undertaking the full application process, checks and tenancy agreements being drawn up. Payment can be made at a branch or to our BNZ account supplied inside the tenancy agreement. If you are unsure if a request is legitimate, please phone the branch and check with the Property Manager.


Read more",Andy Liu : 027302 3905
https://www.barfoot.co.nz/property/rental/auckland-city/panmure/house/11024205,"Room 7 28 Court Crescent, Panmure","$210 per week, available now","A Cosy Room for a Comfortable Stay

Welcome to Your Next Adventure in Panmure!

Tired of living with flatmates who “borrow” your milk forever? Looking for a place that’s more cozy retreat than crash pad? Say hello to your new room in a vibrant, friendly boarding house right in the buzzing heart of Panmure!

Your Own Private Sanctuary
Step into your own spacious, sun-soaked bedroom.
Small wash basin with vanity.

Commute Like a Pro
Right close to Panmure train and bus station, your morning commute is basically a breeze. Forgot your lunch? Pak’nSave and plenty of convenience stores are just a hop, skip, and a jump away. Living here means less time stressing, more time living!

The Great Outdoors—At Your Doorstep
Love a morning walk or evening jog? Panmure Basin and Mt wellington is right around the corner, ready to help you get your steps in and clear your mind.

Parking? No Problem!
We’ve got open space parking, so you can wave goodbye to those endless street-parking hunts.

Community Vibes, Zero Hassles
Why not make new friends in a lively, welcoming boarding house atmosphere? Enjoy all the perks of community living—with your own private slice of comfort.

You Deserve This!
This is more than just a room—it’s your personal launchpad into the best that Panmure has to offer. Whether you’re a student, a professional, or just someone who loves being close to the action, you’ll feel right at home.

Ready to make the move? Spaces like this don’t last long!

Contact the property, Sanij Shahi now on 027 705 3302 and claim your spot in Panmure’s most energetic, welcoming boarding house.

Move in cost:
4 weeks bond: $840.00
1 week advance rent: $210.00
Total: $1050.00

Note: Rent includes water, power and internet bills.

***DISCLAIMER*** Beware of scams! Barfoot & Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D. and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Sanij Shahi : 027705 3302
https://www.barfoot.co.nz/property/rental/auckland-city/parnell/house/11018100,"27A Ayr Street, Parnell","$1,400 per week, available 25th April","Elevated Architectural Gem in DGZ!

Discover a truly unique rental opportunity with this stunning, architecturally designed home, offering modern luxury and practical living in one of the most sought-after locations.

Key Features:

- 4 Bedrooms, 3 Bathrooms & 3 Toilets: Plenty of space for the whole family.
- Two Living Areas: Ideal for entertaining or creating private retreats.
- Secure Parking: Internal double garage plus two additional driveway spaces.
- Sunny & Elevated: Enjoy natural light all day and picturesque views.
- Thoughtful Design: Split across five levels, with skylights and floor-to-ceiling windows, creating a light, airy atmosphere.
- Chef’s Kitchen: Gas cooktop and heating for year-round comfort.
- Ample Storage: Built-in robes in every bedroom and a large walk-in storage cupboard.
- Outdoor Living: Three private balconies surrounded by serene bush views.
- Convenience: Electronic gated entry for added security and peace of mind.
- Prime Location: Zoned for Double Grammar schools, close to the motorway, and in a family-friendly neighborhood.

This home has been lovingly maintained by its owners and offers a warm, inviting space for the next tenants.

With its unique design, stunning views, and unbeatable location, this property is perfect for those seeking a high-quality long term rental.

Pets considered on request
No smokers

Move in costs 5 weeks Rent (4 weeks rent bond + 1 week rent in advance.)
A pet bond may be required if the landlord consents to one or more pets being kept at the property.

Register your interest by clicking the 'BOOK A VIEWING LINK' on this page, to transfer to our online 'BOOKING SYSTEM', register and select the available viewing time. Note: Once registered - All viewing times and updates will be messaged to you via this automated system.

Beware of scams! Barfoot and Thompson do not ask for money upfront until you have seen the property inside and out by a staff member who will be wearing I.D and travel in a sign-written vehicle. They will then provide a full tenancy agreement to be signed prior to money collection. If unsure, please pop into our branch and see us in person. We are currently not advertising on Facebook Marketplace.

Read more",Kyan Hatcher : 027351 3289
